,title,A_1,A_2,A_3,A_4,A_5,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
1065,no_act/19A_noactivity_6(9),-0.924,-0.7929999999999999,-0.7559999999999999,-0.851,-0.787,6.705,5.805,3.205,2.7089999999999996,7.362,6.521,0
1066,no_act/19A_noactivity_6(10),-0.935,-0.8240000000000001,-0.8,-0.797,-0.768,6.632000000000001,5.975,3.1919999999999997,2.7319999999999998,7.256,6.742000000000001,0
1067,no_act/19A_noactivity_6(11),-0.9229999999999999,-0.804,-0.8190000000000001,-0.856,-0.797,6.601,5.994,3.284,2.773,7.267,6.607,0
1068,no_act/19A_noactivity_6(12),-0.883,-0.826,-0.7909999999999999,-0.8190000000000001,-0.8059999999999999,6.757999999999999,5.735,3.2460000000000004,2.977,7.365,6.51,0
1069,no_act/19A_noactivity_6(13),-0.8540000000000001,-0.8590000000000001,-0.7490000000000001,-0.7979999999999999,-0.78,6.917999999999999,5.7410000000000005,3.03,2.855,7.305,6.71,0
1070,no_act/19A_noactivity_6(14),-0.894,-0.8140000000000001,-0.809,-0.77,-0.759,6.615,5.877000000000001,2.9330000000000003,2.616,7.19,6.778,0
1071,no_act/19A_noactivity_6(15),-0.9179999999999999,-0.82,-0.816,-0.79,-0.787,6.398,5.91,3.089,2.7889999999999997,7.24,6.71,0
1072,no_act/19A_noactivity_6(16),-0.902,-0.825,-0.802,-0.78,-0.77,6.377000000000001,6.103,3.372,2.795,7.316,6.577999999999999,0
1073,no_act/19A_noactivity_6(17),-0.9329999999999999,-0.818,-0.8270000000000001,-0.774,-0.7809999999999999,6.636,6.057,3.237,2.6489999999999996,7.362,6.711,0
1074,no_act/19A_noactivity_6(18),-0.932,-0.8029999999999999,-0.807,-0.809,-0.802,6.775,5.851,2.98,2.708,7.279,6.7,0
1075,no_act/19A_noactivity_6(19),-0.9229999999999999,-0.7979999999999999,-0.778,-0.82,-0.8190000000000001,6.96,5.757999999999999,3.051,2.784,7.575,6.737,0
1076,no_act/19A_noactivity_6(20),-0.912,-0.813,-0.7809999999999999,-0.8390000000000001,-0.7759999999999999,6.7410000000000005,5.808,3.2039999999999997,2.8169999999999997,7.553,6.697,0
1077,no_act/19A_noactivity_6(21),-0.912,-0.857,-0.81,-0.7829999999999999,-0.789,6.348,5.975,3.14,2.908,7.121,6.624,0
1078,no_act/19A_noactivity_6(22),-0.905,-0.7979999999999999,-0.8170000000000001,-0.804,-0.872,6.555,5.961,3.1430000000000002,2.77,7.285,6.73,0
1079,no_act/19A_noactivity_6(23),-0.919,-0.8029999999999999,-0.8340000000000001,-0.8109999999999999,-0.8420000000000001,6.483,6.072,3.18,2.864,7.23,6.954,0
1080,no_act/19A_noactivity_6(24),-0.92,-0.802,-0.84,-0.8,-0.79,6.556,6.154,3.0180000000000002,2.719,7.127000000000001,6.954,0
1081,no_act/19A_noactivity_6(25),-0.9259999999999999,-0.818,-0.789,-0.784,-0.7929999999999999,6.414,6.102,3.055,2.745,7.14,6.859,0
1082,no_act/19A_noactivity_6(26),-0.9279999999999999,-0.7929999999999999,-0.789,-0.7809999999999999,-0.789,6.452000000000001,6.004,3.0980000000000003,2.76,7.263999999999999,6.775,0
1083,no_act/19A_noactivity_6(27),-0.924,-0.76,-0.805,-0.8190000000000001,-0.8079999999999999,6.638999999999999,5.961,2.9960000000000004,2.761,7.306,6.718,0
1084,no_act/19A_noactivity_6(28),-0.895,-0.7859999999999999,-0.802,-0.804,-0.8029999999999999,6.712000000000001,5.847,3.1719999999999997,2.719,7.449,6.627999999999999,0
1085,no_act/19A_noactivity_6(29),-0.905,-0.7879999999999999,-0.7759999999999999,-0.8029999999999999,-0.8240000000000001,6.803999999999999,5.614,3.275,2.575,7.355,6.5760000000000005,0
1086,no_act/19A_noactivity_6(30),-0.9159999999999999,-0.7929999999999999,-0.797,-0.812,-0.807,6.852,5.667000000000001,3.083,2.658,7.272,6.752999999999999,0
1087,no_act/19A_noactivity_6(31),-0.9209999999999999,-0.8109999999999999,-0.787,-0.836,-0.777,6.51,5.9510000000000005,3.068,2.759,7.204,6.92,0
1088,no_act/19A_noactivity_6(32),-0.902,-0.7879999999999999,-0.7759999999999999,-0.7909999999999999,-0.8059999999999999,6.471,5.906000000000001,3.1860000000000004,2.801,7.132999999999999,6.808,0
1089,no_act/19A_noactivity_6(33),-0.935,-0.794,-0.831,-0.804,-0.85,6.422999999999999,6.098,3.1519999999999997,2.6860000000000004,6.968999999999999,6.894,0
1090,no_act/19A_noactivity_6(34),-0.9079999999999999,-0.821,-0.7859999999999999,-0.804,-0.8059999999999999,6.437,6.056,2.963,2.782,7.096,6.797000000000001,0
1091,no_act/19A_noactivity_6(35),-0.903,-0.7909999999999999,-0.8270000000000001,-0.826,-0.818,6.784,5.894,2.995,2.767,7.278,6.585,0
1092,no_act/19A_noactivity_6(36),-0.919,-0.8420000000000001,-0.7859999999999999,-0.7909999999999999,-0.816,6.581,5.882000000000001,3.215,2.77,7.35,6.684,0
1093,no_act/19A_noactivity_6(37),-0.934,-0.82,-0.792,-0.825,-0.79,6.706,5.858,3.225,2.687,7.5889999999999995,6.651,0
1094,no_act/19A_noactivity_6(38),-0.925,-0.8059999999999999,-0.848,-0.778,-0.782,6.724,6.087000000000001,3.167,2.5540000000000003,7.425,6.659,0
1095,no_act/19A_noactivity_6(39),-0.9129999999999999,-0.825,-0.805,-0.787,-0.8190000000000001,6.506,6.102,3.2,2.694,7.237,6.834,0
1096,no_act/19A_noactivity_6(40),-0.938,-0.7959999999999999,-0.8170000000000001,-0.789,-0.82,6.7989999999999995,5.787000000000001,3.082,2.804,7.412999999999999,6.734,0
1097,no_act/19A_noactivity_6(41),-0.93,-0.8240000000000001,-0.826,-0.7909999999999999,-0.754,6.852,5.722,3.0839999999999996,2.665,7.371,6.687,0
