title,BA_1,BA_2,CB_1,CB_2,AC_1,AC_2,Y
no_act/csi_noactivity_2(135),7.967,7.574,12.064,10.115,10.938,8.827,0
no_act/csi_noactivity_2(136),8.04,7.31,12.099,10.151,10.406,9.387,0
no_act/csi_noactivity_2(137),8.099,7.433,12.385,10.096,10.717,9.375,0
no_act/csi_noactivity_2(138),8.267,7.463,11.655,10.803,10.822,9.25,0
no_act/csi_noactivity_2(139),8.137,7.437,11.502,10.58,10.669,9.129,0
no_act/csi_noactivity_2(140),8.182,7.153,11.292,10.668,10.871,9.105,0
no_act/csi_noactivity_2(141),8.061,7.119,11.186,10.641,10.529,9.102,0
no_act/csi_noactivity_2(142),8.144,7.177,11.106,10.774,10.334,9.245,0
no_act/csi_noactivity_2(143),8.011,7.074,11.48,10.261,9.796,9.442,0
no_act/csi_noactivity_2(144),8.063,7.306,11.252,10.704,10.182,9.267,0
no_act/csi_noactivity_2(145),8.217,7.03,11.369,10.419,10.065,9.503,0
no_act/csi_noactivity_2(146),8.072,7.109,11.387,10.264,10.049,9.503,0
no_act/csi_noactivity_2(147),8.28,7.189,12.136,9.917,10.157,9.531,0
no_act/csi_noactivity_2(148),8.404,7.311,12.243,10.085,10.303,9.587,0
no_act/csi_noactivity_2(149),8.268,7.303,12.185,10.17,10.349,9.377,0
no_act/csi_noactivity_2(150),8.4,6.877,12.339,9.719,10.081,9.37,0
